0,10.153,-3.56E-16,3.2966,-1.05E-15,1.8709,-6.24E-16,1.2185,-3.14E-16,0.82068,-3.00E-15,0.53451,-1.91E-15,0.30335,-4.88E-15,0.098491,2.57E-15,-0.098491,4.46E-15,-0.30335,2.99E-15,-0.53451,-4.91E-15,-0.82068,-1.61E-15,-1.2185,5.14E-15,-1.8709,-2.10E-15,-3.2966,-2.62E-15,-10.153,-4.04E-14,10.153,-1.17E-15,3.2966,-6.96E-15,1.8709,-4.35E-16,1.2185,-5.79E-15,0.82068,1.07E-15,0.53451,-9.72E-15,0.30335,1.97E-15,0.098491,-2.94E-15,-0.098491,1.62E-14,-0.30335,-1.15E-15,-0.53451,1.91E-14,-0.82068,1.46E-14,-1.2185,1.69E-14,-1.8709,1.11E-14,-3.2966,-1.20E-14,-10.153,-8.08E-14,10.153,-9.30E-15,3.2966,-1.87E-14,1.8709,-3.81E-14,1.2185,-2.23E-14,0.82068,-3.02E-14,0.53451,-1.76E-15,0.30335,-2.95E-14,0.098491,-2.27E-14,-0.098491,-4.36E-14,-0.30335,2.04E-15,-0.53451,2.83E-14,-0.82068,-1.95E-14,-1.2185,-5.47E-15,-1.8709,-4.48E-14,-3.2966,-1.93E-14,-10.153,-9.99E-14,10.153,-1.43E-14,3.2966,3.07E-15,1.8709,2.01E-14,1.2185,-2.05E-14,0.82068,3.41E-14,0.53451,-3.68E-15,0.30335,-5.03E-15,0.098491,-3.17E-14,-0.098491,1.03E-14,-0.30335,1.33E-14,-0.53451,2.54E-15,-0.82068,-3.56E-14,-1.2185,3.80E-16,-1.8709,1.71E-14,-3.2966,2.47E-14,-10.153
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
